scenario,seed,S,T0,N,max.followup.time,max.enroll.time,dropout.rate,base.haz,reg1.name,reg2.name,reg3.name,reg4.name,reg1.allctn,reg2.allctn,reg3.allctn,reg4.allctn,reg1.trtmt.hr,reg2.trtmt.hr,reg3.trtmt.hr,reg4.trtmt.hr
11,107760,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
12,826030,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
13,145752,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
14,583576,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
15,689900,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
16,1040812,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
17,503118,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
18,213477,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
19,137878,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
20,313122,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.868,0.868,0.868,0.868
21,492930,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
22,981597,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
23,1009622,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
24,727694,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
25,555006,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
26,477334,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
27,815515,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
28,531782,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
29,693249,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
30,562529,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
31,594546,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
32,418121,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
33,155861,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
34,23780,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
35,153819,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
36,446808,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
37,814481,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
38,703635,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
39,616862,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
40,413757,4,4,9340,5,1.5,0.0082,0.0386,Asia,Europe,NorthAmerica,RoW,0.0761241970021413,0.352890792291221,0.304817987152034,0.266167023554604,0.62,0.82,1.01,0.83
